"year","reef_code","transect_code","quadrat_distance","fronds_20m2","site_id"
2011,"SMK","SMK 105-25",25,0,"SMK_5"
2011,"SMK","SMK 105-25",35,0,"SMK_5"
2011,"SMK","SMK 105-25",45,0,"SMK_5"
2011,"SMK","SMK 106-0",5,0,"SMK_6"
2011,"SMK","SMK 106-0",15,0,"SMK_6"
2011,"SMK","SMK 106-0",25,33,"SMK_6"
2011,"SMK","SMK 106-0",35,0,"SMK_6"
2011,"SMK","SMK 106-0",45,32,"SMK_6"
2011,"SMK","SMK 106-25",5,3,"SMK_6"
2011,"SMK","SMK 106-25",15,14,"SMK_6"
2011,"SMK","SMK 106-25",25,35,"SMK_6"
2011,"SMK","SMK 106-25",35,15,"SMK_6"
2011,"SMK","SMK 106-25",45,32,"SMK_6"
2011,"SMK","SMK 107-0",5,0,"SMK_7"
2011,"SMK","SMK 107-0",15,0,"SMK_7"
2011,"SMK","SMK 107-0",25,0,"SMK_7"
2011,"SMK","SMK 107-0",35,0,"SMK_7"
2011,"SMK","SMK 107-0",45,0,"SMK_7"
2011,"SMK","SMK 107-25",5,0,"SMK_7"
2011,"SMK","SMK 107-25",15,0,"SMK_7"
2011,"SMK","SMK 107-25",25,0,"SMK_7"
2011,"SMK","SMK 107-25",35,0,"SMK_7"
2011,"SMK","SMK 107-25",45,0,"SMK_7"
2011,"SMK","SMK 108-0",5,0,"SMK_8"
2011,"SMK","SMK 108-0",15,0,"SMK_8"
2011,"SMK","SMK 108-0",25,0,"SMK_8"
2011,"SMK","SMK 108-0",35,0,"SMK_8"
2011,"SMK","SMK 108-0",45,0,"SMK_8"
2011,"SMK","SMK 108-25",5,0,"SMK_8"
2011,"SMK","SMK 108-25",15,0,"SMK_8"
2011,"SMK","SMK 108-25",25,0,"SMK_8"
2011,"SMK","SMK 108-25",35,0,"SMK_8"
2011,"SMK","SMK 108-25",45,0,"SMK_8"
2011,"SMK","SMK 109-0",5,0,"SMK_9"
2011,"SMK","SMK 109-0",15,0,"SMK_9"
2011,"SMK","SMK 109-0",25,0,"SMK_9"
2011,"SMK","SMK 109-0",35,0,"SMK_9"
2011,"SMK","SMK 109-0",45,0,"SMK_9"
2011,"SMK","SMK 109-25",5,0,"SMK_9"
2011,"SMK","SMK 109-25",15,0,"SMK_9"
2011,"SMK","SMK 109-25",25,0,"SMK_9"
2011,"SMK","SMK 109-25",35,0,"SMK_9"
2011,"SMK","SMK 109-25",45,0,"SMK_9"
2011,"SMK","SMK 110-0",5,0,"SMK_10"
2011,"SMK","SMK 110-0",15,0,"SMK_10"
2011,"SMK","SMK 110-0",25,0,"SMK_10"
2011,"SMK","SMK 110-0",35,0,"SMK_10"
2011,"SMK","SMK 110-0",45,0,"SMK_10"
2011,"SMK","SMK 110-25",5,0,"SMK_10"
2011,"SMK","SMK 110-25",15,0,"SMK_10"
2011,"SMK","SMK 110-25",25,0,"SMK_10"
2011,"SMK","SMK 110-25",35,0,"SMK_10"
2011,"SMK","SMK 110-25",45,0,"SMK_10"
2011,"SMK","SMK 111-0",5,0,"SMK_11"
2011,"SMK","SMK 111-0",15,0,"SMK_11"
2011,"SMK","SMK 111-0",25,0,"SMK_11"
2011,"SMK","SMK 111-0",35,0,"SMK_11"
2011,"SMK","SMK 111-0",45,0,"SMK_11"
2011,"SMK","SMK 111-25",5,0,"SMK_11"
2011,"SMK","SMK 111-25",15,0,"SMK_11"
2011,"SMK","SMK 111-25",25,0,"SMK_11"
2011,"SMK","SMK 111-25",35,0,"SMK_11"
2011,"SMK","SMK 111-25",45,0,"SMK_11"
2011,"SMK","SMK 112-0",5,0,"SMK_12"
2011,"SMK","SMK 112-0",15,0,"SMK_12"
2011,"SMK","SMK 112-0",25,0,"SMK_12"
2011,"SMK","SMK 112-0",35,0,"SMK_12"
2011,"SMK","SMK 112-0",45,0,"SMK_12"
2011,"SMK","SMK 112-25",5,0,"SMK_12"
2011,"SMK","SMK 112-25",15,0,"SMK_12"
2011,"SMK","SMK 112-25",25,0,"SMK_12"
2011,"SMK","SMK 112-25",35,0,"SMK_12"
2011,"SMK","SMK 112-25",45,0,"SMK_12"
2011,"SMK","SMK 113-0",5,0,"SMK_13"
2011,"SMK","SMK 113-0",15,0,"SMK_13"
2011,"SMK","SMK 113-0",25,0,"SMK_13"
2011,"SMK","SMK 113-0",35,0,"SMK_13"
2011,"SMK","SMK 113-0",45,0,"SMK_13"
2011,"SMK","SMK 113-25",5,0,"SMK_13"
2011,"SMK","SMK 113-25",15,0,"SMK_13"
2011,"SMK","SMK 113-25",25,0,"SMK_13"
2011,"SMK","SMK 113-25",35,0,"SMK_13"
2011,"SMK","SMK 113-25",45,0,"SMK_13"
2011,"SMK","SMK 114-0",5,0,"SMK_14"
2011,"SMK","SMK 114-0",15,0,"SMK_14"
2011,"SMK","SMK 114-0",25,1,"SMK_14"
2011,"SMK","SMK 114-0",35,0,"SMK_14"
2011,"SMK","SMK 114-0",45,0,"SMK_14"
2011,"SMK","SMK 114-25",5,9,"SMK_14"
2011,"SMK","SMK 114-25",15,0,"SMK_14"
2011,"SMK","SMK 114-25",25,0,"SMK_14"
2011,"SMK","SMK 114-25",35,16,"SMK_14"
2011,"SMK","SMK 114-25",45,0,"SMK_14"
2011,"SMK","SMK 115-0",5,0,"SMK_15"
2011,"SMK","SMK 115-0",15,0,"SMK_15"
2011,"SMK","SMK 115-0",25,0,"SMK_15"
2011,"SMK","SMK 115-0",35,0,"SMK_15"
2011,"SMK","SMK 115-0",45,0,"SMK_15"
2011,"SMK","SMK 115-25",5,0,"SMK_15"
2011,"SMK","SMK 115-25",15,0,"SMK_15"
2011,"SMK","SMK 115-25",25,0,"SMK_15"
2011,"SMK","SMK 115-25",35,0,"SMK_15"
2011,"SMK","SMK 115-25",45,0,"SMK_15"
2011,"SMK","SMK 116-0",5,0,"SMK_16"
2011,"SMK","SMK 116-0",15,0,"SMK_16"
2011,"SMK","SMK 116-0",25,0,"SMK_16"
2011,"SMK","SMK 116-0",35,0,"SMK_16"
2011,"SMK","SMK 116-0",45,0,"SMK_16"
2011,"SMK","SMK 116-25",5,0,"SMK_16"
2011,"SMK","SMK 116-25",15,0,"SMK_16"
2011,"SMK","SMK 116-25",25,0,"SMK_16"
2011,"SMK","SMK 116-25",35,0,"SMK_16"
2011,"SMK","SMK 116-25",45,0,"SMK_16"
2011,"SMK","SMK 117-0",5,0,"SMK_17"
2011,"SMK","SMK 117-0",15,0,"SMK_17"
2011,"SMK","SMK 117-0",25,0,"SMK_17"
2011,"SMK","SMK 117-0",35,0,"SMK_17"
2011,"SMK","SMK 117-0",45,0,"SMK_17"
2011,"SMK","SMK 117-25",5,0,"SMK_17"
2011,"SMK","SMK 117-25",15,0,"SMK_17"
2011,"SMK","SMK 117-25",25,0,"SMK_17"
2011,"SMK","SMK 117-25",35,0,"SMK_17"
2011,"SMK","SMK 117-25",45,0,"SMK_17"
2011,"SMK","SMK 118-0",5,0,"SMK_18"
2011,"SMK","SMK 118-0",15,0,"SMK_18"
2011,"SMK","SMK 118-0",25,0,"SMK_18"
2011,"SMK","SMK 118-0",35,0,"SMK_18"
2011,"SMK","SMK 118-0",45,0,"SMK_18"
2011,"SMK","SMK 118-25",5,0,"SMK_18"
2011,"SMK","SMK 118-25",15,0,"SMK_18"
2011,"SMK","SMK 118-25",25,0,"SMK_18"
2011,"SMK","SMK 118-25",35,0,"SMK_18"
2011,"SMK","SMK 118-25",45,0,"SMK_18"
2011,"SMK","SMK 119-0",5,0,"SMK_19"
2011,"SMK","SMK 119-0",15,0,"SMK_19"
2011,"SMK","SMK 119-0",25,0,"SMK_19"
2011,"SMK","SMK 119-0",35,0,"SMK_19"
2011,"SMK","SMK 119-0",45,42,"SMK_19"
2011,"SMK","SMK 119-25",5,0,"SMK_19"
2011,"SMK","SMK 119-25",15,0,"SMK_19"
2011,"SMK","SMK 119-25",25,0,"SMK_19"
2011,"SMK","SMK 119-25",35,0,"SMK_19"
2011,"SMK","SMK 119-25",45,11,"SMK_19"
2011,"SMK","SMK 120-0",5,127,"SMK_20"
2011,"SMK","SMK 120-0",15,0,"SMK_20"
2011,"SMK","SMK 120-0",25,84,"SMK_20"
2011,"SMK","SMK 120-0",35,93,"SMK_20"
2011,"SMK","SMK 120-0",45,32,"SMK_20"
2011,"SMK","SMK 120-25",5,155,"SMK_20"
2011,"SMK","SMK 120-25",15,132,"SMK_20"
2011,"SMK","SMK 120-25",25,21,"SMK_20"
2011,"SMK","SMK 120-25",35,99,"SMK_20"
2011,"SMK","SMK 120-25",45,0,"SMK_20"
2011,"SMK","SMK 121-0",5,112,"SMK_21"
2011,"SMK","SMK 121-0",15,85,"SMK_21"
2011,"SMK","SMK 121-0",25,49,"SMK_21"
2011,"SMK","SMK 121-0",35,95,"SMK_21"
2011,"SMK","SMK 121-0",45,39,"SMK_21"
2011,"SMK","SMK 121-25",5,13,"SMK_21"
2011,"SMK","SMK 121-25",15,49,"SMK_21"
2011,"SMK","SMK 121-25",25,42,"SMK_21"
2011,"SMK","SMK 121-25",35,52,"SMK_21"
2011,"SMK","SMK 121-25",45,19,"SMK_21"
2011,"SMK","SMK 122-0",5,182,"SMK_22"
2011,"SMK","SMK 122-0",15,234,"SMK_22"
2011,"SMK","SMK 122-0",25,61,"SMK_22"
2011,"SMK","SMK 122-0",35,85,"SMK_22"
2011,"SMK","SMK 122-0",45,42,"SMK_22"
2011,"SMK","SMK 122-25",5,100,"SMK_22"
2011,"SMK","SMK 122-25",15,163,"SMK_22"
2011,"SMK","SMK 122-25",25,89,"SMK_22"
2011,"SMK","SMK 122-25",35,0,"SMK_22"
2011,"SMK","SMK 122-25",45,91,"SMK_22"
2011,"SMK","SMK 123-0",5,0,"SMK_23"
2011,"SMK","SMK 123-0",15,31,"SMK_23"
2011,"SMK","SMK 123-0",25,0,"SMK_23"
2011,"SMK","SMK 123-0",35,0,"SMK_23"
2011,"SMK","SMK 123-0",45,0,"SMK_23"
2011,"SMK","SMK 123-25",5,0,"SMK_23"
2011,"SMK","SMK 123-25",15,41,"SMK_23"
2011,"SMK","SMK 123-25",25,21,"SMK_23"
2011,"SMK","SMK 123-25",35,0,"SMK_23"
2011,"SMK","SMK 123-25",45,0,"SMK_23"
2011,"SMK","SMK 124-0",5,28,"SMK_24"
2011,"SMK","SMK 124-0",15,18,"SMK_24"
2011,"SMK","SMK 124-0",25,53,"SMK_24"
2011,"SMK","SMK 124-0",35,20,"SMK_24"
2011,"SMK","SMK 124-0",45,0,"SMK_24"
2011,"SMK","SMK 124-25",5,49,"SMK_24"
2011,"SMK","SMK 124-25",15,69,"SMK_24"
2011,"SMK","SMK 124-25",25,0,"SMK_24"
2011,"SMK","SMK 124-25",35,0,"SMK_24"
2011,"SMK","SMK 124-25",45,84,"SMK_24"
2011,"SMK","SMK 125-0",5,5,"SMK_25"
2011,"SMK","SMK 125-0",15,24,"SMK_25"
2011,"SMK","SMK 125-0",25,49,"SMK_25"
2011,"SMK","SMK 125-0",35,54,"SMK_25"
2011,"SMK","SMK 125-0",45,69,"SMK_25"
2011,"SMK","SMK 125-25",5,76,"SMK_25"
2011,"SMK","SMK 125-25",15,69,"SMK_25"
2011,"SMK","SMK 125-25",25,31,"SMK_25"
2011,"SMK","SMK 125-25",35,27,"SMK_25"
2011,"SMK","SMK 125-25",45,59,"SMK_25"
2011,"SMK","SMK 126-0",5,2,"SMK_26"
2011,"SMK","SMK 126-0",15,16,"SMK_26"
2011,"SMK","SMK 126-0",25,27,"SMK_26"
2011,"SMK","SMK 126-0",35,49,"SMK_26"
2011,"SMK","SMK 126-0",45,143,"SMK_26"
2011,"SMK","SMK 126-25",5,37,"SMK_26"
2011,"SMK","SMK 126-25",15,17,"SMK_26"
2011,"SMK","SMK 126-25",25,103,"SMK_26"
2011,"SMK","SMK 126-25",35,43,"SMK_26"
2011,"SMK","SMK 126-25",45,115,"SMK_26"
2011,"SMK","SMK 127-0",5,5,"SMK_27"
2011,"SMK","SMK 127-0",15,9,"SMK_27"
2011,"SMK","SMK 127-0",25,19,"SMK_27"
2011,"SMK","SMK 127-0",35,8,"SMK_27"
2011,"SMK","SMK 127-0",45,0,"SMK_27"
2011,"SMK","SMK 127-25",5,13,"SMK_27"
2011,"SMK","SMK 127-25",15,38,"SMK_27"
2011,"SMK","SMK 127-25",25,0,"SMK_27"
2011,"SMK","SMK 127-25",35,22,"SMK_27"
2011,"SMK","SMK 127-25",45,46,"SMK_27"
2011,"SMK","SMK 128-0",5,0,"SMK_28"
2011,"SMK","SMK 128-0",15,0,"SMK_28"
2011,"SMK","SMK 128-0",25,0,"SMK_28"
2011,"SMK","SMK 128-0",35,0,"SMK_28"
2011,"SMK","SMK 128-0",45,0,"SMK_28"
2011,"SMK","SMK 128-25",5,0,"SMK_28"
2011,"SMK","SMK 128-25",15,20,"SMK_28"
2011,"SMK","SMK 128-25",25,44,"SMK_28"
2011,"SMK","SMK 128-25",35,74,"SMK_28"
2011,"SMK","SMK 128-25",45,0,"SMK_28"
2011,"SMK","SMK 129-0",5,82,"SMK_29"
2011,"SMK","SMK 129-0",15,36,"SMK_29"
2011,"SMK","SMK 129-0",25,0,"SMK_29"
2011,"SMK","SMK 129-0",35,81,"SMK_29"
2011,"SMK","SMK 129-0",45,0,"SMK_29"
2011,"SMK","SMK 129-25",5,0,"SMK_29"
2011,"SMK","SMK 129-25",15,0,"SMK_29"
2011,"SMK","SMK 129-25",25,52,"SMK_29"
2011,"SMK","SMK 129-25",35,123,"SMK_29"
2011,"SMK","SMK 129-25",45,0,"SMK_29"
2011,"SMK","SMK 130-0",5,103,"SMK_30"
2011,"SMK","SMK 130-0",15,122,"SMK_30"
2011,"SMK","SMK 130-0",25,25,"SMK_30"
2011,"SMK","SMK 130-0",35,67,"SMK_30"
2011,"SMK","SMK 130-0",45,102,"SMK_30"
2011,"SMK","SMK 130-25",5,46,"SMK_30"
2011,"SMK","SMK 130-25",15,8,"SMK_30"
2011,"SMK","SMK 130-25",25,48,"SMK_30"
2011,"SMK","SMK 130-25",35,223,"SMK_30"
2011,"SMK","SMK 130-25",45,0,"SMK_30"
2011,"SMK","SMK 131-0",5,15,"SMK_31"
2011,"SMK","SMK 131-0",15,0,"SMK_31"
2011,"SMK","SMK 131-0",25,4,"SMK_31"
2011,"SMK","SMK 131-0",35,58,"SMK_31"
2011,"SMK","SMK 131-0",45,0,"SMK_31"
2011,"SMK","SMK 131-25",5,68,"SMK_31"
2011,"SMK","SMK 131-25",15,88,"SMK_31"
2011,"SMK","SMK 131-25",25,89,"SMK_31"
2011,"SMK","SMK 131-25",35,230,"SMK_31"
2011,"SMK","SMK 131-25",45,20,"SMK_31"
2011,"SMK","SMK 132-0",5,48,"SMK_32"
2011,"SMK","SMK 132-0",15,64,"SMK_32"
2011,"SMK","SMK 132-0",25,25,"SMK_32"
2011,"SMK","SMK 132-0",35,21,"SMK_32"
2011,"SMK","SMK 132-0",45,25,"SMK_32"
2011,"SMK","SMK 132-25",5,10,"SMK_32"
2011,"SMK","SMK 132-25",15,56,"SMK_32"
2011,"SMK","SMK 132-25",25,48,"SMK_32"
2011,"SMK","SMK 132-25",35,114,"SMK_32"
2011,"SMK","SMK 132-25",45,86,"SMK_32"
2011,"SMK","SMK 133-0",5,33,"SMK_33"
2011,"SMK","SMK 133-0",15,93,"SMK_33"
2011,"SMK","SMK 133-0",25,59,"SMK_33"
2011,"SMK","SMK 133-0",35,42,"SMK_33"
2011,"SMK","SMK 133-0",45,86,"SMK_33"
2011,"SMK","SMK 133-25",5,64,"SMK_33"
2011,"SMK","SMK 133-25",15,0,"SMK_33"
2011,"SMK","SMK 133-25",25,47,"SMK_33"
2011,"SMK","SMK 133-25",35,141,"SMK_33"
2011,"SMK","SMK 133-25",45,16,"SMK_33"
2011,"SMK","SMK 134-0",5,0,"SMK_34"
2011,"SMK","SMK 134-0",15,0,"SMK_34"
2011,"SMK","SMK 134-0",25,26,"SMK_34"
2011,"SMK","SMK 134-0",35,0,"SMK_34"
2011,"SMK","SMK 134-0",45,0,"SMK_34"
2011,"SMK","SMK 134-25",5,79,"SMK_34"
2011,"SMK","SMK 134-25",15,43,"SMK_34"
2011,"SMK","SMK 134-25",25,0,"SMK_34"
2011,"SMK","SMK 134-25",35,27,"SMK_34"
2011,"SMK","SMK 134-25",45,0,"SMK_34"
2011,"SMK","SMK 135-0",5,13,"SMK_35"
2011,"SMK","SMK 135-0",15,0,"SMK_35"
2011,"SMK","SMK 135-0",25,92,"SMK_35"
2011,"SMK","SMK 135-0",35,0,"SMK_35"
2011,"SMK","SMK 135-0",45,91,"SMK_35"
2011,"SMK","SMK 135-25",5,0,"SMK_35"
2011,"SMK","SMK 135-25",15,0,"SMK_35"
2011,"SMK","SMK 135-25",25,0,"SMK_35"
2011,"SMK","SMK 135-25",35,24,"SMK_35"
2011,"SMK","SMK 135-25",45,0,"SMK_35"
2011,"SMK","SMK 136-0",5,38,"SMK_36"
2011,"SMK","SMK 136-0",15,49,"SMK_36"
2011,"SMK","SMK 136-0",25,39,"SMK_36"
2011,"SMK","SMK 136-0",35,17,"SMK_36"
2011,"SMK","SMK 136-0",45,4,"SMK_36"
2011,"SMK","SMK 136-25",5,0,"SMK_36"
2011,"SMK","SMK 136-25",15,28,"SMK_36"
2011,"SMK","SMK 136-25",25,89,"SMK_36"
2011,"SMK","SMK 136-25",35,0,"SMK_36"
2011,"SMK","SMK 136-25",45,78,"SMK_36"
2011,"SMK","SMK 137-0",5,0,"SMK_37"
2011,"SMK","SMK 137-0",15,0,"SMK_37"
2011,"SMK","SMK 137-0",25,0,"SMK_37"
2011,"SMK","SMK 137-0",35,52,"SMK_37"
2011,"SMK","SMK 137-0",45,0,"SMK_37"
2011,"SMK","SMK 137-25",5,21,"SMK_37"
2011,"SMK","SMK 137-25",15,80,"SMK_37"
2011,"SMK","SMK 137-25",25,54,"SMK_37"
2011,"SMK","SMK 137-25",35,84,"SMK_37"
2011,"SMK","SMK 137-25",45,18,"SMK_37"
2011,"SMK","SMK 138-0",5,73,"SMK_38"
2011,"SMK","SMK 138-0",15,59,"SMK_38"
2011,"SMK","SMK 138-0",25,10,"SMK_38"
2011,"SMK","SMK 138-0",35,0,"SMK_38"
2011,"SMK","SMK 138-0",45,0,"SMK_38"
2011,"SMK","SMK 138-25",5,24,"SMK_38"
2011,"SMK","SMK 138-25",15,23,"SMK_38"
2011,"SMK","SMK 138-25",25,12,"SMK_38"
2011,"SMK","SMK 138-25",35,70,"SMK_38"
2011,"SMK","SMK 138-25",45,97,"SMK_38"
2011,"SMK","SMK 139-0",5,56,"SMK_39"
2011,"SMK","SMK 139-0",15,59,"SMK_39"
2011,"SMK","SMK 139-0",25,129,"SMK_39"
2011,"SMK","SMK 139-0",35,89,"SMK_39"
2011,"SMK","SMK 139-0",45,44,"SMK_39"
2011,"SMK","SMK 139-25",5,62,"SMK_39"
2011,"SMK","SMK 139-25",15,92,"SMK_39"
2011,"SMK","SMK 139-25",25,57,"SMK_39"
2011,"SMK","SMK 139-25",35,24,"SMK_39"
2011,"SMK","SMK 139-25",45,62,"SMK_39"
2011,"SMK","SMK 140-0",5,0,"SMK_40"
2011,"SMK","SMK 140-0",15,0,"SMK_40"
2011,"SMK","SMK 140-0",25,16,"SMK_40"
2011,"SMK","SMK 140-0",35,56,"SMK_40"
2011,"SMK","SMK 140-0",45,0,"SMK_40"
2011,"SMK","SMK 140-25",5,0,"SMK_40"
2011,"SMK","SMK 140-25",15,0,"SMK_40"
2011,"SMK","SMK 140-25",25,0,"SMK_40"
2011,"SMK","SMK 140-25",35,88,"SMK_40"
2011,"SMK","SMK 140-25",45,58,"SMK_40"
2011,"SMK","SMK 141-0",5,0,"SMK_41"
2011,"SMK","SMK 141-0",15,0,"SMK_41"
2011,"SMK","SMK 141-0",25,0,"SMK_41"
2011,"SMK","SMK 141-0",35,0,"SMK_41"
2011,"SMK","SMK 141-0",45,0,"SMK_41"
2011,"SMK","SMK 141-25",5,0,"SMK_41"
2011,"SMK","SMK 141-25",15,0,"SMK_41"
2011,"SMK","SMK 141-25",25,0,"SMK_41"
2011,"SMK","SMK 141-25",35,0,"SMK_41"
2011,"SMK","SMK 141-25",45,0,"SMK_41"
2011,"WNR","WNR 101-0",5,176,"WNR_1"
2011,"WNR","WNR 101-0",15,151,"WNR_1"
2011,"WNR","WNR 101-0",25,145,"WNR_1"
2011,"WNR","WNR 101-0",35,0,"WNR_1"
2011,"WNR","WNR 101-0",45,107,"WNR_1"
2011,"WNR","WNR 101-25",5,200,"WNR_1"
2011,"WNR","WNR 101-25",15,133,"WNR_1"
2011,"WNR","WNR 101-25",25,149,"WNR_1"
2011,"WNR","WNR 101-25",35,162,"WNR_1"
2011,"WNR","WNR 101-25",45,156,"WNR_1"
2011,"WNR","WNR 102-0",5,42,"WNR_2"
2011,"WNR","WNR 102-0",15,19,"WNR_2"
2011,"WNR","WNR 102-0",25,170,"WNR_2"
2011,"WNR","WNR 102-0",35,156,"WNR_2"
2011,"WNR","WNR 102-0",45,264,"WNR_2"
2011,"WNR","WNR 102-25",5,34,"WNR_2"
2011,"WNR","WNR 102-25",15,114,"WNR_2"
2011,"WNR","WNR 102-25",25,130,"WNR_2"
2011,"WNR","WNR 102-25",35,140,"WNR_2"
2011,"WNR","WNR 102-25",45,77,"WNR_2"
2011,"WNR","WNR 103-0",5,134,"WNR_3"
2011,"WNR","WNR 103-0",15,132,"WNR_3"
2011,"WNR","WNR 103-0",25,105,"WNR_3"
2011,"WNR","WNR 103-0",35,113,"WNR_3"
2011,"WNR","WNR 103-0",45,15,"WNR_3"
2011,"WNR","WNR 103-25",5,150,"WNR_3"
2011,"WNR","WNR 103-25",15,176,"WNR_3"
2011,"WNR","WNR 103-25",25,0,"WNR_3"
2011,"WNR","WNR 103-25",35,171,"WNR_3"
2011,"WNR","WNR 103-25",45,46,"WNR_3"
2011,"WNR","WNR 104-0",5,139,"WNR_4"
2011,"WNR","WNR 104-0",15,114,"WNR_4"
2011,"WNR","WNR 104-0",25,48,"WNR_4"
2011,"WNR","WNR 104-0",35,0,"WNR_4"
2011,"WNR","WNR 104-0",45,76,"WNR_4"
2011,"WNR","WNR 104-25",5,110,"WNR_4"
2011,"WNR","WNR 104-25",15,70,"WNR_4"
2011,"WNR","WNR 104-25",25,86,"WNR_4"
2011,"WNR","WNR 104-25",35,58,"WNR_4"
2011,"WNR","WNR 104-25",45,0,"WNR_4"
2011,"WNR","WNR 105-0",5,158,"WNR_5"
2011,"WNR","WNR 105-0",15,123,"WNR_5"
2011,"WNR","WNR 105-0",25,48,"WNR_5"
2011,"WNR","WNR 105-0",35,84,"WNR_5"
2011,"WNR","WNR 105-0",45,39,"WNR_5"
2011,"WNR","WNR 105-25",5,91,"WNR_5"
2011,"WNR","WNR 105-25",15,86,"WNR_5"
2011,"WNR","WNR 105-25",25,143,"WNR_5"
2011,"WNR","WNR 105-25",35,63,"WNR_5"
2011,"WNR","WNR 105-25",45,123,"WNR_5"
2011,"WNR","WNR 106-0",5,37,"WNR_6"
2011,"WNR","WNR 106-0",15,91,"WNR_6"
2011,"WNR","WNR 106-0",25,67,"WNR_6"
2011,"WNR","WNR 106-0",35,22,"WNR_6"
2011,"WNR","WNR 106-0",45,108,"WNR_6"
2011,"WNR","WNR 106-25",5,89,"WNR_6"
2011,"WNR","WNR 106-25",15,93,"WNR_6"
2011,"WNR","WNR 106-25",25,88,"WNR_6"
2011,"WNR","WNR 106-25",35,136,"WNR_6"
2011,"WNR","WNR 106-25",45,96,"WNR_6"
2011,"WNR","WNR 107-0",5,135,"WNR_7"
2011,"WNR","WNR 107-0",15,63,"WNR_7"
2011,"WNR","WNR 107-0",25,58,"WNR_7"
2011,"WNR","WNR 107-0",35,122,"WNR_7"
2011,"WNR","WNR 107-0",45,213,"WNR_7"
2011,"WNR","WNR 107-25",5,59,"WNR_7"
2011,"WNR","WNR 107-25",15,122,"WNR_7"
2011,"WNR","WNR 107-25",25,123,"WNR_7"
2011,"WNR","WNR 107-25",35,222,"WNR_7"
2011,"WNR","WNR 107-25",45,116,"WNR_7"
2011,"WNR","WNR 108-0",5,42,"WNR_8"
2011,"WNR","WNR 108-0",15,40,"WNR_8"
2011,"WNR","WNR 108-0",25,105,"WNR_8"
2011,"WNR","WNR 108-0",35,80,"WNR_8"
2011,"WNR","WNR 108-0",45,98,"WNR_8"
2011,"WNR","WNR 108-25",5,69,"WNR_8"
2011,"WNR","WNR 108-25",15,60,"WNR_8"
2011,"WNR","WNR 108-25",25,176,"WNR_8"
2011,"WNR","WNR 108-25",35,91,"WNR_8"
2011,"WNR","WNR 108-25",45,17,"WNR_8"
2011,"WNR","WNR 109-0",5,66,"WNR_9"
2011,"WNR","WNR 109-0",15,75,"WNR_9"
2011,"WNR","WNR 109-0",25,152,"WNR_9"
2011,"WNR","WNR 109-0",35,64,"WNR_9"
2011,"WNR","WNR 109-0",45,146,"WNR_9"
2011,"WNR","WNR 109-25",5,75,"WNR_9"
2011,"WNR","WNR 109-25",15,42,"WNR_9"
2011,"WNR","WNR 109-25",25,27,"WNR_9"
2011,"WNR","WNR 109-25",35,174,"WNR_9"
2011,"WNR","WNR 109-25",45,27,"WNR_9"
2011,"WNR","WNR 110-0",5,78,"WNR_10"
2011,"WNR","WNR 110-0",15,12,"WNR_10"
2011,"WNR","WNR 110-0",25,107,"WNR_10"
2011,"WNR","WNR 110-0",35,160,"WNR_10"
2011,"WNR","WNR 110-0",45,268,"WNR_10"
2011,"WNR","WNR 110-25",5,2,"WNR_10"
2011,"WNR","WNR 110-25",15,38,"WNR_10"
2011,"WNR","WNR 110-25",25,145,"WNR_10"
2011,"WNR","WNR 110-25",35,26,"WNR_10"
2011,"WNR","WNR 110-25",45,178,"WNR_10"
2011,"WNR","WNR 111-0",5,305,"WNR_11"
2011,"WNR","WNR 111-0",15,87,"WNR_11"
2011,"WNR","WNR 111-0",25,91,"WNR_11"
2011,"WNR","WNR 111-0",35,176,"WNR_11"
2011,"WNR","WNR 111-0",45,88,"WNR_11"
2011,"WNR","WNR 111-25",5,0,"WNR_11"
2011,"WNR","WNR 111-25",15,163,"WNR_11"
2011,"WNR","WNR 111-25",25,94,"WNR_11"
2011,"WNR","WNR 111-25",35,72,"WNR_11"
2011,"WNR","WNR 111-25",45,138,"WNR_11"
2011,"WNR","WNR 112-0",5,97,"WNR_12"
2011,"WNR","WNR 112-0",15,47,"WNR_12"
2011,"WNR","WNR 112-0",25,57,"WNR_12"
2011,"WNR","WNR 112-0",35,107,"WNR_12"
2011,"WNR","WNR 112-0",45,45,"WNR_12"
2011,"WNR","WNR 112-25",5,175,"WNR_12"
2011,"WNR","WNR 112-25",15,129,"WNR_12"
2011,"WNR","WNR 112-25",25,88,"WNR_12"
2011,"WNR","WNR 112-25",35,85,"WNR_12"
2011,"WNR","WNR 112-25",45,188,"WNR_12"
2011,"WNR","WNR 113-0",5,185,"WNR_13"
2011,"WNR","WNR 113-0",15,88,"WNR_13"
2011,"WNR","WNR 113-0",25,84,"WNR_13"
2011,"WNR","WNR 113-0",35,127,"WNR_13"
2011,"WNR","WNR 113-0",45,170,"WNR_13"
2011,"WNR","WNR 113-25",5,191,"WNR_13"
2011,"WNR","WNR 113-25",15,143,"WNR_13"
2011,"WNR","WNR 113-25",25,169,"WNR_13"
2011,"WNR","WNR 113-25",35,166,"WNR_13"
2011,"WNR","WNR 113-25",45,245,"WNR_13"
2011,"WNR","WNR 114-0",5,59,"WNR_14"
2011,"WNR","WNR 114-0",15,81,"WNR_14"
2011,"WNR","WNR 114-0",25,0,"WNR_14"
2011,"WNR","WNR 114-0",35,63,"WNR_14"
2011,"WNR","WNR 114-0",45,191,"WNR_14"
